attendance,study_hours,sleep_hours,screen_time,assignment_load,exam_frequency,social_interaction,burnout_level
64.82,5.27,5.83,9.49,5,3,9.29,0
61.68,7.74,6.16,8.46,3,3,1.96,0
52.1,7.16,7.12,7.08,5,2,2.9,0
50.89,7.22,4.37,4.43,3,1,4.33,0
99.39,7.78,6.52,9.86,3,4,8.28,0
71.39,7.03,4.91,4.19,3,1,3.42,0
69.22,6.0,6.87,3.62,1,4,8.94,0
83.98,4.93,7.19,5.54,1,3,1.49,0
60.91,8.38,6.78,2.45,1,1,9.47,0
97.5,4.58,7.69,9.83,1,1,6.05,0
89.32,7.85,5.68,6.71,2,3,6.93,0
54.47,4.63,7.83,6.46,4,1,4.31,0
70.88,7.38,6.16,7.25,4,4,8.04,0
93.96,8.23,6.42,5.98,3,1,2.5,0
97.24,4.53,7.24,2.26,5,4,1.44,0
73.37,3.42,4.09,6.9,1,2,4.56,0
80.67,3.92,7.27,7.73,4,1,8.68,0
58.35,7.24,7.09,5.33,4,4,7.79,0
99.56,8.95,5.55,8.06,1,3,5.65,0
61.58,3.31,4.43,3.82,2,2,6.15,0
97.14,8.14,4.45,3.77,2,1,2.17,0
82.48,5.39,8.62,3.29,4,4,8.57,0
80.39,6.35,7.45,4.98,2,1,8.08,0
75.63,9.5,4.64,8.78,1,4,6.91,0
61.53,5.32,5.78,8.62,4,1,5.2,0
58.83,6.26,6.96,5.06,1,2,9.68,0
61.02,3.1,8.18,6.71,2,2,8.91,0
59.32,3.57,4.22,7.77,1,1,6.8,0
88.98,4.81,5.18,3.93,2,1,4.35,0
67.51,3.19,8.45,3.35,2,5,6.56,0
52.89,7.42,4.05,9.78,1,1,6.18,0
98.46,5.98,5.01,6.94,2,1,4.55,0
94.19,6.84,8.8,9.85,3,2,3.76,0
96.39,4.22,7.07,4.7,1,1,4.66,0
99.75,5.07,5.31,7.62,3,3,6.17,0
58.69,7.65,4.33,3.78,1,1,4.85,0
69.81,9.76,4.14,4.09,2,5,3.37,0
87.91,3.35,5.22,6.1,2,4,7.85,0
84.8,9.23,8.41,4.56,4,2,5.78,0
57.69,7.04,6.08,3.34,4,3,1.61,0
90.79,6.95,7.6,4.1,3,4,4.31,0
61.22,6.5,8.59,2.29,2,3,8.96,0
61.19,3.49,6.04,7.64,4,2,7.8,0
76.85,3.63,4.96,5.94,2,5,3.91,0
79.65,7.21,6.59,2.75,1,2,9.44,0
79.0,5.39,8.54,3.37,4,3,1.69,0
54.57,9.42,8.02,2.82,3,3,9.65,0
93.87,5.85,4.33,6.9,4,2,3.21,0
63.28,4.0,7.46,2.75,2,1,1.08,0
56.48,8.0,6.86,8.03,5,2,4.9,0
94.44,5.05,8.54,2.16,5,5,4.23,0
97.78,6.68,4.61,4.0,2,2,5.85,0
93.11,7.88,6.67,9.13,1,4,8.17,0
90.48,9.3,8.4,7.75,4,1,8.58,0
82.76,8.55,6.05,2.58,5,4,4.61,0
77.54,7.73,6.41,8.57,1,2,4.87,0
54.35,7.76,4.35,5.94,2,1,2.33,0
70.42,9.62,5.39,8.77,1,4,1.43,0
68.63,5.07,5.62,6.81,2,4,6.77,0
62.99,3.01,8.73,7.45,4,1,1.58,0
86.17,4.9,5.41,9.95,1,1,7.6,0
74.79,4.53,6.3,3.86,4,3,5.85,0
54.05,7.63,7.36,6.99,1,1,2.79,0
61.01,7.44,4.81,5.68,2,2,5.86,0
84.16,7.15,6.43,2.32,2,5,2.65,0
53.81,3.11,7.69,2.12,1,3,4.95,0
92.56,8.1,8.33,2.95,2,1,8.2,0
74.76,5.26,7.13,7.19,3,5,5.16,0
74.03,7.66,7.35,6.54,3,3,2.34,0
79.62,6.9,4.63,6.43,4,2,7.51,0
91.23,5.4,8.73,2.25,3,5,2.68,0
67.39,3.94,4.66,5.75,3,1,7.65,0
83.9,3.66,7.87,9.4,5,1,5.31,0
78.29,8.82,5.32,5.18,5,2,5.08,0
63.35,9.43,8.67,7.0,5,3,8.66,0
93.93,7.55,7.6,8.24,5,5,7.38,0
89.87,3.72,7.77,8.27,2,2,1.3,0
82.92,5.81,5.1,6.15,4,3,3.67,0
92.53,8.1,6.22,8.86,4,4,8.84,0
93.36,8.46,7.09,5.13,3,4,1.16,0
85.42,3.83,7.85,9.11,4,3,5.91,0
91.85,3.0,4.52,3.92,3,1,7.55,0
84.87,7.98,8.81,4.24,4,1,6.6,0
84.01,5.5,8.45,2.42,1,4,7.84,0
80.93,4.78,5.35,8.36,1,1,7.53,0
87.64,3.09,8.11,5.34,4,1,7.23,0
57.93,6.78,6.59,3.83,2,3,8.39,0
94.04,8.96,6.31,3.85,3,3,6.81,0
93.59,9.7,5.57,9.21,4,1,4.62,0
51.46,6.96,6.9,8.67,3,3,5.25,0
91.29,6.6,7.65,6.43,5,5,7.45,0
56.44,3.6,6.05,6.93,4,4,8.89,0
66.76,6.84,7.15,5.79,2,5,3.45,0
87.18,5.66,7.5,5.13,5,5,4.08,0
58.04,7.25,7.56,9.32,4,1,9.38,0
90.9,5.72,4.26,3.0,1,1,6.21,0
91.61,4.68,8.3,5.35,4,5,2.61,0
75.37,3.66,6.29,4.76,1,5,6.97,0
50.32,5.2,5.31,5.99,1,2,9.92,0
64.35,3.68,5.21,5.66,4,2,8.41,0
80.85,4.24,6.42,6.15,4,4,7.71,0
99.06,9.91,8.43,3.12,1,5,2.87,0
81.59,6.11,5.89,6.11,3,3,8.89,0
62.99,6.72,7.75,3.94,5,2,5.73,0
81.7,9.12,4.48,3.47,2,1,9.0,0
77.0,9.97,6.38,2.52,4,5,3.97,0
88.99,7.08,8.96,8.1,5,3,1.56,0
55.35,8.69,7.85,5.42,5,3,5.28,0
88.05,5.29,5.05,7.01,3,3,3.43,0
77.06,5.14,6.51,7.82,5,1,7.44,0
98.15,5.82,5.17,7.43,4,2,9.61,0
67.09,7.71,6.05,5.76,5,3,7.22,0
81.63,7.78,7.9,5.1,4,2,8.98,0
96.6,5.21,7.86,5.01,4,4,5.08,0
55.13,3.93,5.14,7.12,1,1,7.94,0
96.86,7.43,8.61,5.96,3,2,8.59,0
84.39,3.9,6.96,8.79,2,2,7.4,0
53.39,7.05,5.9,9.0,1,3,5.57,0
65.05,7.85,6.51,3.36,2,3,6.63,0
85.41,7.9,7.03,3.09,4,1,7.3,0
53.37,8.27,6.8,7.04,1,2,3.28,0
79.11,9.11,6.43,4.41,5,5,8.29,0
67.29,6.5,6.52,2.15,5,3,9.55,0
81.05,8.11,4.88,9.11,2,3,5.19,0
52.29,7.33,8.06,3.82,4,4,7.31,0
93.58,4.31,6.71,9.43,2,1,7.63,0
98.67,3.18,4.66,7.74,3,2,6.96,0
98.44,4.99,7.83,8.1,5,2,5.92,0
87.48,6.1,8.66,3.61,1,2,8.93,0
56.5,7.32,8.74,3.87,1,3,5.04,0
87.91,8.95,5.85,6.17,1,1,1.55,0
51.23,4.37,4.68,3.38,5,2,8.6,0
51.11,3.88,6.59,4.44,4,5,7.07,0
66.18,9.74,4.56,4.57,5,4,8.64,0
74.43,3.76,8.67,3.28,5,4,2.25,0
88.52,6.35,4.92,3.64,1,2,1.28,0
84.16,7.1,5.26,8.31,5,3,9.41,0
72.3,6.79,6.03,3.34,1,4,2.33,0
63.68,3.6,5.92,2.23,4,4,8.29,0
99.86,3.4,7.97,7.03,3,4,8.41,0
71.31,3.74,6.28,9.81,1,4,7.38,0
72.57,7.1,4.85,4.65,2,2,2.18,0
58.18,6.81,5.34,2.95,3,1,7.01,0
89.74,4.64,6.55,6.56,4,1,9.0,0
84.68,7.46,4.74,9.25,3,3,4.83,0
61.04,8.74,7.06,8.27,1,5,4.72,0
54.12,3.29,6.83,6.98,4,1,4.99,0
84.02,6.49,7.57,4.52,2,5,1.74,0
82.73,7.83,8.69,6.34,1,1,9.03,0
63.66,4.77,8.56,2.73,1,1,8.82,0
97.54,5.15,8.73,7.43,4,3,9.98,0
57.55,7.3,5.22,7.8,4,4,6.27,0
71.62,9.29,4.66,9.72,3,3,7.76,0
97.18,8.67,5.51,4.08,2,1,2.82,0
70.99,7.08,8.48,2.15,3,4,7.01,0
81.93,8.11,8.86,6.36,3,4,6.85,0
69.88,5.55,8.3,7.65,1,4,9.11,0
63.71,7.49,4.55,8.32,4,5,8.48,0
99.2,6.26,8.74,3.55,1,1,9.45,0
70.47,4.33,6.12,4.09,2,2,8.82,0
94.7,7.91,4.05,6.1,3,3,8.82,0
61.5,6.9,6.21,4.64,2,5,1.57,0
60.66,5.51,4.23,8.88,4,3,8.61,0
51.56,9.38,6.72,5.79,4,2,6.47,0
82.58,3.15,5.69,8.4,5,4,4.42,0
68.43,5.21,6.37,6.64,2,2,1.51,0
93.22,3.4,7.07,8.18,1,3,7.1,0
73.66,8.37,8.34,4.66,2,2,3.95,0
98.41,7.91,7.31,8.65,3,1,5.21,0
59.28,5.32,6.17,4.2,4,2,7.14,0
93.43,7.73,8.1,6.37,4,1,9.21,0
88.83,5.77,8.53,3.71,2,2,8.43,0
88.55,8.29,4.6,5.8,2,1,5.06,0
92.24,6.18,6.66,4.55,2,1,4.49,0
88.05,5.89,5.42,4.13,3,2,3.16,0
81.31,9.54,4.24,9.74,3,5,4.35,0
56.56,4.76,7.34,3.28,1,4,2.0,0
51.63,3.84,8.31,8.3,2,4,9.74,0
96.04,7.09,4.81,9.87,1,4,6.17,0
80.83,9.79,8.06,2.16,5,1,2.15,0
89.83,5.64,8.27,7.59,3,4,4.18,0
74.08,3.43,8.57,4.02,4,1,5.92,0
55.87,5.38,5.33,2.32,5,5,5.8,0
56.26,6.54,8.52,5.22,4,2,1.32,0
84.28,4.13,5.6,9.48,5,2,9.56,0
71.52,7.61,6.76,2.09,1,1,3.48,0
60.03,9.98,4.25,6.7,1,1,1.15,0
74.58,6.16,4.22,6.01,3,5,1.69,0
53.21,5.48,7.6,8.99,4,4,6.22,0
79.1,5.8,6.22,2.67,5,5,2.24,0
63.45,3.81,5.28,7.45,2,2,1.38,0
89.88,9.18,4.95,7.44,2,2,4.42,0
65.52,5.9,7.35,7.35,3,4,6.6,0
72.76,5.71,4.0,9.54,4,2,2.01,0
50.58,7.62,8.03,8.58,2,1,3.82,0
53.62,6.09,4.4,2.34,3,2,4.76,0
69.62,7.54,4.96,5.77,3,3,2.44,0
74.0,3.43,5.93,5.18,4,4,5.55,0
80.0,8.7,6.42,4.48,2,4,1.77,0
64.58,9.58,5.77,5.61,2,4,1.42,0
84.75,7.54,5.6,5.07,2,3,5.68,0
93.01,9.68,8.82,5.46,1,5,3.23,0
88.99,4.06,7.21,9.83,2,1,1.86,0
51.98,6.34,4.12,2.71,5,4,4.82,0
74.03,7.21,6.15,9.38,1,2,9.24,0
55.25,7.07,8.38,5.84,1,1,7.52,0
62.1,5.81,5.51,6.99,1,2,8.34,0
99.33,5.37,4.47,8.64,1,1,8.85,0
57.12,3.89,7.79,4.88,3,1,9.75,0
74.94,5.74,7.03,5.44,5,2,7.87,0
80.91,4.14,6.85,5.28,4,2,6.48,0
85.12,8.14,4.27,5.0,2,1,4.29,0
77.98,4.46,4.7,9.4,1,4,2.63,0
50.49,3.41,7.11,8.63,4,2,7.18,0
66.32,6.87,5.04,2.87,3,3,9.95,0
75.89,7.17,6.52,2.86,4,3,5.21,0
54.39,9.1,6.72,5.42,1,1,7.51,0
67.53,7.04,5.42,2.79,5,5,5.46,0
51.66,5.42,8.74,6.95,4,1,4.89,0
53.93,8.62,8.21,3.15,1,1,4.69,0
69.85,6.78,7.61,6.18,1,4,5.54,0
56.64,3.55,4.39,2.06,2,4,4.3,0
78.38,6.96,4.53,4.53,2,5,7.74,0
84.47,9.36,6.46,7.42,5,5,8.87,0
90.03,5.77,4.8,5.87,2,5,8.95,0
60.01,5.07,8.89,9.83,5,5,3.05,0
58.37,4.0,4.79,8.99,3,5,9.06,0
55.23,4.06,6.44,4.87,3,1,4.07,0
81.82,6.03,5.82,2.36,2,1,3.78,0
85.32,7.17,7.2,8.77,3,3,7.54,0
51.58,3.56,4.65,9.29,4,3,3.74,0
96.81,9.58,6.15,8.57,4,2,1.48,0
52.6,8.29,5.37,3.02,4,1,4.36,0
77.06,7.11,8.44,9.98,3,5,7.49,0
85.45,8.8,4.2,4.07,4,2,3.94,0
93.55,3.56,8.57,7.79,5,4,6.67,0
85.7,6.34,8.16,9.26,1,1,6.94,0
90.09,7.41,5.49,3.89,2,3,7.6,0
66.97,8.8,7.95,9.27,5,1,9.07,0
90.74,8.48,4.16,4.48,4,1,4.89,0
54.01,4.94,8.83,9.81,1,1,2.5,0
94.74,9.59,6.63,4.25,2,1,3.87,0
77.38,3.87,5.52,9.63,5,4,4.89,0
90.86,9.13,5.81,2.43,2,3,7.43,0
72.62,9.8,4.33,7.67,3,1,1.12,0
82.18,4.24,8.95,6.26,4,4,3.84,0
76.32,8.05,4.2,5.82,5,2,8.02,0
86.58,3.28,7.27,3.79,5,1,7.04,0
54.08,5.84,6.21,7.64,1,4,7.59,0
53.02,6.61,8.74,3.53,1,5,8.31,0
62.36,7.06,5.23,6.42,1,2,8.05,0
57.98,9.55,6.66,4.03,2,3,7.14,0
93.59,7.71,6.41,9.64,4,1,4.96,0
60.96,6.37,7.51,2.23,2,1,9.85,0
98.79,8.67,4.34,3.6,4,4,6.12,0
66.84,9.65,4.97,3.94,5,3,2.82,0
59.11,3.15,5.07,5.31,2,5,3.64,0
89.48,9.88,7.69,3.86,2,2,7.24,0
82.94,3.6,4.95,5.93,2,3,9.32,0
74.91,8.7,6.87,8.98,3,1,2.61,0
77.77,4.96,5.08,7.7,4,4,1.74,0
85.96,3.93,8.31,6.64,4,5,8.93,0
61.42,6.08,8.71,2.71,2,4,9.24,0
99.82,7.51,6.59,7.55,3,2,3.49,0
98.74,5.67,5.76,3.33,2,3,4.4,0
82.52,3.38,5.17,8.29,4,4,6.94,0
59.98,7.2,4.25,4.0,5,4,3.97,0
84.01,9.32,5.34,5.34,3,1,8.89,0
53.61,5.68,7.27,4.8,3,4,1.97,0
51.53,4.51,6.67,8.87,2,5,1.34,0
62.88,6.1,8.72,3.01,5,3,2.88,0
73.13,3.34,5.98,6.53,4,2,3.57,0
93.41,8.74,7.47,3.14,1,4,2.02,0
86.36,8.78,6.45,7.64,4,5,1.59,0
87.14,7.12,6.56,9.24,4,2,7.8,0
71.27,5.47,5.34,5.48,5,5,2.48,0
67.3,8.6,6.27,5.9,3,4,9.23,0
68.55,6.88,6.35,9.42,4,4,4.31,0
99.38,8.78,7.53,6.17,3,3,7.04,0
52.01,7.42,8.7,5.9,5,1,3.03,0
93.35,8.49,5.65,6.63,5,5,3.16,0
78.93,7.19,4.21,7.51,2,1,6.17,0
71.93,5.9,6.48,2.86,1,1,6.05,0
86.26,9.71,6.72,8.57,5,2,7.92,0
74.33,6.79,4.84,5.48,5,2,7.82,0
93.67,7.24,7.8,2.58,3,5,7.04,0
95.04,4.54,8.92,8.29,5,1,5.04,0
71.09,7.38,8.73,5.02,4,3,9.02,0
63.84,7.0,4.99,2.8,2,1,6.6,0
79.62,4.29,8.38,7.07,2,2,9.91,0
95.62,3.42,7.52,9.04,4,1,8.37,0
60.53,7.23,6.27,9.1,5,4,1.4,0
81.15,8.35,6.7,9.66,1,4,3.89,0
81.58,6.66,8.25,8.94,5,3,6.15,0
86.66,4.59,6.4,2.02,2,5,7.49,0
56.58,7.67,5.87,5.04,1,1,5.95,0
85.79,3.56,6.47,8.55,3,4,8.08,0
95.45,6.09,6.9,4.93,3,5,3.54,0
58.98,4.14,4.95,6.81,5,4,2.66,0
61.88,4.29,8.5,6.85,5,5,1.49,0
98.57,4.42,7.37,4.92,1,5,6.16,0
59.05,5.71,7.17,9.24,1,4,7.2,0
92.72,3.36,4.5,6.03,5,2,3.94,0
74.61,5.78,7.02,5.72,2,5,6.52,0
62.36,6.58,4.6,9.98,3,1,1.47,0
93.54,6.38,4.39,5.95,1,4,1.89,0
72.27,5.68,6.64,3.43,2,2,7.32,0
75.74,8.87,6.01,6.1,5,4,4.31,0
67.96,4.02,6.94,8.51,4,3,7.04,0
79.65,6.54,4.45,8.21,1,1,8.49,0
58.18,3.43,6.15,8.31,4,3,8.67,0
69.55,3.5,4.87,7.66,2,5,2.55,0
98.47,7.02,8.94,4.03,3,5,5.38,0
62.91,6.96,6.81,8.9,2,3,7.61,0
82.84,9.15,7.44,9.15,3,3,7.97,0
66.26,6.91,5.63,3.55,2,5,8.06,0
88.67,9.72,4.47,3.04,1,2,3.05,0
56.54,3.34,8.88,9.8,1,1,2.73,0
98.49,3.69,5.43,8.95,4,4,6.31,0
72.69,3.31,6.12,9.15,2,3,7.67,0
61.8,4.3,7.25,9.09,2,1,3.87,0
53.67,6.79,4.12,6.33,4,4,1.94,0
58.49,7.52,8.05,7.17,5,4,7.45,0
75.99,3.32,6.68,6.36,2,3,3.7,0
66.85,9.62,5.39,2.41,2,2,2.5,0
91.44,8.9,4.31,7.96,2,2,2.33,0
71.54,5.08,4.81,6.04,5,1,3.83,0
62.44,3.54,8.48,7.18,1,1,6.33,0
80.86,4.19,7.43,6.02,4,5,4.23,0
85.34,3.89,5.25,5.93,5,2,1.19,0
58.35,3.86,4.33,3.37,3,1,1.87,0
58.38,6.63,7.45,4.23,3,5,3.61,0
51.83,4.72,6.86,3.27,5,4,6.94,0
86.82,5.51,6.02,3.57,5,1,1.89,0
83.19,9.93,5.82,9.78,1,5,6.05,0
73.73,7.79,5.08,3.22,3,2,2.08,0
92.21,9.64,7.35,4.15,4,4,2.9,0
90.28,4.0,8.85,6.72,2,1,2.55,0
79.27,5.67,4.88,6.88,2,2,1.61,0
93.41,6.88,6.99,3.23,1,4,7.04,0
60.29,3.54,6.12,8.35,1,3,5.17,0
55.6,3.03,6.23,8.28,3,2,8.48,0
63.49,7.69,5.27,3.9,4,3,1.89,0
52.85,7.49,8.13,4.31,4,1,2.3,0
76.56,5.88,6.43,9.5,5,5,3.76,0
96.83,6.43,6.72,8.61,1,1,7.89,0
51.97,5.91,5.52,7.58,2,2,3.75,0
56.11,3.17,4.91,2.66,2,3,4.68,0
72.61,5.35,4.43,5.35,3,3,3.71,0
96.69,4.24,7.57,6.47,2,4,1.72,0
65.81,3.69,4.98,3.5,4,1,9.45,0
75.36,9.7,7.45,5.59,4,1,5.94,0
52.08,7.2,5.95,6.81,1,2,8.09,0
57.42,8.1,6.08,4.62,3,3,6.93,0
99.33,5.21,6.35,8.25,2,2,5.63,0
98.26,5.75,5.84,8.72,1,2,1.81,0
50.25,4.66,4.5,4.59,5,3,6.78,0
97.59,3.68,5.55,8.71,5,2,2.4,0
81.96,4.25,7.32,2.83,2,3,4.73,0
93.4,8.58,7.33,8.7,2,2,6.66,0
72.74,7.74,5.43,3.22,2,5,8.04,0
75.78,6.83,6.3,2.66,4,2,7.17,0
74.44,6.33,4.97,7.13,2,2,7.04,0
83.34,9.46,5.05,5.78,5,5,2.34,0
56.98,3.51,4.12,9.26,2,1,4.12,0
51.5,4.96,8.48,4.91,3,3,1.39,0
65.4,5.45,5.05,4.3,5,4,7.48,0
85.23,8.48,5.14,6.01,3,5,9.57,0
60.09,9.95,5.4,5.65,5,1,3.38,0
83.67,4.68,4.64,4.76,1,2,1.79,0
98.5,9.12,7.2,7.55,5,1,5.28,0
54.7,8.81,4.38,8.08,5,5,8.71,0
83.63,4.57,4.67,8.82,3,2,5.97,0
72.19,5.8,7.22,9.78,3,1,1.42,0
93.41,5.87,5.7,4.13,5,4,9.77,0
58.86,9.85,7.54,7.73,5,3,8.46,0
84.63,4.27,6.79,5.15,4,3,2.18,0
91.91,8.59,5.28,7.42,1,5,9.3,0
97.23,5.34,7.25,5.81,1,2,5.06,0
84.16,8.12,4.58,9.95,2,2,4.35,0
74.86,5.94,6.68,7.83,5,3,5.15,0
80.89,7.05,6.19,9.62,5,1,8.51,0
93.45,8.83,5.34,8.68,5,2,6.94,0
78.53,8.63,7.02,9.22,5,4,1.53,0
51.52,9.06,8.36,8.52,1,4,9.62,0
96.55,3.42,8.99,5.67,3,2,2.33,0
84.48,7.84,7.04,4.01,4,2,7.71,0
83.83,3.98,6.02,4.96,3,3,6.73,0
60.78,5.91,5.13,2.16,3,5,2.69,0
82.94,6.84,5.29,6.19,1,3,2.54,0
69.69,5.82,6.4,6.04,4,5,8.83,0
82.56,6.64,5.84,6.2,5,4,4.78,0
55.33,9.98,8.57,9.79,1,5,6.89,0
82.89,3.95,5.84,9.29,1,3,5.54,0
99.97,7.73,5.87,3.29,4,2,7.55,0
52.41,5.77,5.92,4.95,2,5,5.31,0
98.86,3.93,8.18,5.39,1,3,3.59,0
70.35,4.11,7.25,4.88,3,4,4.27,0
93.54,9.64,7.07,8.39,3,5,8.73,0
89.12,9.16,5.67,6.19,5,4,5.21,0
78.35,9.35,8.09,6.58,1,4,2.92,0
86.92,9.94,4.19,8.82,5,1,9.41,0
93.93,4.46,8.35,8.45,1,5,8.17,0
70.21,5.49,6.56,3.06,4,3,1.5,0
66.35,7.68,5.99,7.71,1,5,9.99,0
83.38,6.39,6.49,5.48,2,5,7.25,0
90.39,5.93,7.34,4.36,3,4,2.44,0
88.11,5.5,4.06,2.4,4,4,3.13,0
89.89,7.16,8.36,5.9,3,4,7.23,0
71.78,7.03,6.23,4.84,5,4,8.02,0
90.89,4.13,5.71,4.01,4,3,3.15,0
56.01,6.3,4.69,7.56,2,2,3.31,0
77.22,6.87,6.2,8.16,3,1,3.76,0
50.29,6.99,6.48,3.96,1,4,6.38,0
66.23,4.47,6.02,2.4,1,4,2.55,0
68.32,8.2,7.39,8.79,1,1,1.94,0
69.81,3.18,6.1,2.08,4,4,7.11,0
84.77,5.48,8.81,9.5,2,2,8.01,0
69.43,8.46,7.0,7.02,2,5,5.51,0
72.43,6.95,8.04,4.57,2,1,4.27,0
61.88,4.83,4.55,3.97,3,3,4.89,0
68.66,7.86,5.99,2.07,4,1,4.5,0
61.36,6.97,5.68,3.88,1,2,9.64,0
53.66,8.57,6.85,3.1,3,3,7.91,0
80.17,8.15,8.31,6.9,2,5,2.87,0
83.41,7.27,4.39,3.33,1,4,4.46,0
80.97,6.42,4.36,6.23,4,1,5.9,0
73.17,3.93,8.25,6.72,5,3,6.52,0
68.99,4.83,5.06,4.38,2,1,5.21,0
93.17,5.93,7.34,2.28,2,5,8.29,0
75.95,7.2,6.71,2.3,2,1,7.91,0
73.96,6.6,8.16,2.21,2,3,5.55,0
51.28,5.02,4.63,7.91,1,2,8.69,0
67.06,3.05,4.65,4.54,4,3,7.76,0
69.01,6.47,6.78,8.37,3,1,8.01,0
69.94,5.0,8.73,5.45,1,5,9.61,0
79.01,8.14,6.07,5.62,4,4,3.4,0
76.68,3.17,5.63,6.1,3,4,3.41,0
80.4,7.09,7.03,7.7,2,5,9.0,0
88.24,9.59,8.65,4.19,4,1,7.95,0
90.65,4.22,8.18,2.97,2,5,9.34,0
85.91,6.3,8.98,6.45,4,1,1.57,0
97.78,3.64,4.11,4.62,5,3,6.65,0
50.91,7.38,4.56,5.54,2,2,2.3,0
59.79,6.85,7.05,7.18,2,1,5.54,0
50.38,5.85,8.1,5.95,2,4,2.4,0
82.37,6.65,5.43,6.96,1,4,2.15,0
94.9,9.28,5.2,6.35,3,2,1.11,0
62.17,4.37,7.93,7.92,2,1,6.67,0
96.35,3.16,4.28,7.65,2,2,4.23,0
53.01,9.03,5.85,6.27,1,3,1.95,0
96.72,7.04,6.53,7.43,1,2,3.91,0
67.58,9.23,6.8,8.99,5,3,2.52,0
55.07,7.18,7.64,5.46,4,4,9.48,0
74.29,8.67,5.77,5.3,2,3,3.88,0
62.84,6.01,7.06,8.11,4,1,4.01,0
64.24,8.25,6.93,6.66,1,1,8.56,0
65.36,9.39,6.74,2.57,1,1,6.83,0
90.15,7.0,7.2,9.14,5,1,7.39,0
76.96,4.27,5.3,2.25,3,5,6.72,0
65.57,4.88,4.42,7.99,1,3,9.52,0
80.52,4.39,4.6,8.07,2,1,2.86,0
85.81,4.73,5.12,9.62,5,2,9.9,0
63.63,5.14,6.5,2.43,3,2,8.48,0
70.68,6.89,8.2,6.77,5,5,6.3,0
56.09,7.12,7.51,5.42,1,3,6.96,0
59.06,5.99,7.95,4.65,3,3,6.84,0
84.06,7.31,5.75,2.72,4,3,1.53,0
59.07,3.57,6.02,6.5,3,5,2.96,0
76.26,3.61,5.97,5.83,2,3,9.65,0
85.45,4.2,4.96,2.84,4,3,5.81,0
55.34,6.63,4.31,6.9,4,1,4.41,0
78.37,4.5,6.95,7.9,2,3,7.86,0
62.83,4.98,8.95,8.14,4,1,5.72,0
98.15,5.8,4.83,9.24,1,1,1.12,0
74.18,8.68,4.23,5.28,3,3,7.63,0
90.3,3.1,7.9,9.62,3,2,7.59,0
77.51,7.55,5.26,8.92,2,4,2.49,0
52.17,7.68,8.15,4.37,1,2,9.61,0
81.66,8.59,7.52,3.27,4,3,3.02,0
97.57,9.53,8.73,5.48,3,3,5.12,0
80.08,3.14,6.04,5.22,3,2,2.03,0
90.96,4.08,7.31,6.61,3,3,6.43,0
94.21,9.2,6.32,6.67,3,1,4.38,0
61.4,6.21,7.15,8.0,5,5,4.18,0
60.6,6.95,6.25,6.08,2,3,8.44,0
80.55,7.64,4.94,2.84,4,3,1.09,0
70.55,7.75,6.54,8.87,4,2,8.18,0
91.99,9.52,6.64,4.48,2,1,6.14,0
95.0,9.98,8.05,9.77,1,2,9.87,0
67.67,8.04,7.68,2.94,2,2,6.3,0
61.84,5.01,7.32,9.67,3,3,1.5,0
89.03,9.16,4.57,2.73,3,1,1.46,0
63.74,3.34,7.6,3.85,2,3,8.95,0
91.13,4.62,6.5,2.37,2,3,8.57,0
71.19,9.28,8.47,7.64,4,3,4.11,0
83.38,4.79,8.6,8.8,4,3,6.56,0
54.78,4.54,4.28,5.47,5,5,5.41,0
81.19,3.97,8.1,9.43,5,4,9.7,0
72.59,9.01,4.19,6.72,3,1,9.55,0
79.33,6.5,5.84,7.04,5,5,9.85,0
58.4,7.72,6.71,8.76,5,4,8.8,0
86.84,4.67,4.74,4.37,1,4,9.19,0
93.14,8.31,7.73,4.83,2,4,2.96,0
60.84,8.32,4.04,9.25,4,5,8.48,0
54.79,5.19,4.84,9.21,5,1,7.38,0
51.18,5.87,6.9,9.81,4,2,9.67,0
82.1,4.47,7.57,9.21,5,4,6.14,0
80.35,9.84,8.58,3.02,5,2,1.77,0
77.33,7.52,7.53,8.59,3,2,6.38,0
61.6,9.54,7.36,5.28,1,3,7.18,0
69.55,5.12,5.97,9.93,2,2,2.98,0
79.72,8.47,4.01,5.78,2,3,4.55,0
74.84,8.36,4.6,6.43,3,1,6.39,0
99.39,7.84,6.67,6.24,3,1,4.37,0
56.82,9.76,7.38,4.57,2,3,4.37,0
84.76,5.75,6.09,2.6,2,1,2.2,0
70.22,3.92,7.65,9.17,1,4,9.47,0
71.41,7.7,6.61,8.42,5,1,7.75,0
85.88,8.11,4.37,3.12,1,3,1.01,0
84.62,7.03,4.96,8.21,2,4,7.89,0
99.56,4.45,8.2,7.01,5,2,7.66,0
56.42,6.53,7.62,5.27,2,2,1.09,0
55.21,5.19,8.47,4.03,1,2,4.33,0
86.22,5.99,4.59,8.88,1,3,6.46,0
78.92,7.52,8.95,7.6,1,2,5.07,0
63.71,8.22,5.05,6.38,5,1,8.0,0
53.97,4.63,4.06,6.88,4,2,4.83,0
54.28,5.84,8.99,2.73,4,5,2.38,0
94.71,4.88,5.41,5.79,2,5,9.79,0
59.59,4.39,7.34,3.55,5,2,3.18,0
66.17,8.48,4.88,3.67,3,2,7.46,0
61.33,9.36,6.9,7.29,4,5,2.29,0
67.75,5.59,8.52,9.29,5,2,3.96,0
53.47,8.26,5.6,5.23,5,4,4.98,0
75.95,9.28,7.35,3.66,4,5,2.73,0
